Web link,URN,Provision type,Registration Status,Name,Address 1,Address 2,Town,County,Postcode,Government Office Region,Local authority,Sector,Places,Event type,Inspection date,Event number,Overall effectiveness,Outcomes for children and young people,Quality of care,Safeguarding children and young people,Leadership and management
Ofsted Social Care Provider Webpage,SC482298,Residential special school (registered as a children's home),Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,West Midlands,Staffordshire,Private,21,Full inspection,22/06/2016,10015038,Inadequate,,,Inadequate,Inadequate
Ofsted Social Care Provider Webpage,SC482298,Residential special school (registered as a children's home),Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,West Midlands,Staffordshire,Private,21,Interim inspection,01/04/2016,2459104,Declined in effectiveness,,,,
Ofsted Social Care Provider Webpage,SC482300,Residential special school (registered as a children's home),Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,South East,West Sussex,Private,20,Interim inspection,01/06/2016,10017134,Sustained effectiveness,,,,
Ofsted Social Care Provider Webpage,SC482301,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,South East,Hampshire,Private,6,Interim inspection,07/09/2016,10017135,Sustained effectiveness,,,,
Ofsted Social Care Provider Webpage,SC482302,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,London,Croydon,Private,6,Full inspection,02/06/2016,10015042,Good,,,Good,Good
Ofsted Social Care Provider Webpage,SC482303,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,South East,Oxfordshire,Private,8,Interim inspection,05/05/2016,10017137,Sustained effectiveness,,,,
Ofsted Social Care Provider Webpage,SC482314,Children's home,Resigned,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,South West,Devon,Private,1,Full inspection,08/09/2016,10015044,Requires improvement,,,Requires improvement,Requires improvement
Ofsted Social Care Provider Webpage,1227788,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,South West,Somerset,Private,2,Full inspection,10/08/2016,10018455,Good,,,Good,Good
Ofsted Social Care Provider Webpage,1228092,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,East of England,Essex,Private,4,Full inspection,07/09/2016,10020861,Good,,,Good,Good
Ofsted Social Care Provider Webpage,1228522,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,North West,Lancashire,Private,5,Full inspection,05/08/2016,10017651,Good,,,Good,Good
Ofsted Social Care Provider Webpage,1228919,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,South East,East Sussex,Private,2,Full inspection,01/09/2016,10020434,Good,,,Good,Good
Ofsted Social Care Provider Webpage,1229417,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,North East,Middlesbrough,Private,1,Full inspection,07/09/2016,10018271,Good,,,Good,Outstanding
Ofsted Social Care Provider Webpage,1229762,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,East Midlands,Leicestershire,Private,2,Full inspection,02/09/2016,10018078,Outstanding,,,Outstanding,Outstanding
Ofsted Social Care Provider Webpage,1229766,Residential special school (registered as a children's home),Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,East of England,Cambridgeshire,Private,23,Full inspection,29/09/2016,10020472,Good,,,Good,Good
Ofsted Social Care Provider Webpage,SC034706,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Yorkshire and The Humber,Kingston upon Hull,Local Authority,5,Full inspection,07/09/2016,10022091,Requires improvement,,,Requires improvement,Requires improvement
Ofsted Social Care Provider Webpage,SC034706,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Yorkshire and The Humber,Kingston upon Hull,Local Authority,5,Full inspection,18/07/2016,10013466,Inadequate,,,Inadequate,Inadequate
Ofsted Social Care Provider Webpage,SC034741,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,North East,Durham,Local Authority,5,Full inspection,01/06/2016,10013467,Good,,,Good,Good
Ofsted Social Care Provider Webpage,SC034744,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,East Midlands,Northamptonshire,Local Authority,8,Full inspection,22/09/2016,10013468,Good,,,Good,Good
Ofsted Social Care Provider Webpage,SC034746,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Yorkshire and The Humber,Kingston upon Hull,Local Authority,6,Full inspection,28/07/2016,10013469,Inadequate,,,Inadequate,Inadequate
Ofsted Social Care Provider Webpage,SC034849,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,North West,Cheshire West and Chester,Local Authority,6,Full inspection,12/08/2016,10013473,Requires improvement,,,Requires improvement,Requires improvement
Ofsted Social Care Provider Webpage,SC034851,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,North West,Rochdale,Local Authority,5,Full inspection,03/08/2016,10013474,Good,,,Good,Good
Ofsted Social Care Provider Webpage,SC031410,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,South East,East Sussex,Local Authority,7,Full inspection,07/07/2016,10013360,Outstanding,,,Good,Outstanding
Ofsted Social Care Provider Webpage,SC031490,Secure children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,South East,East Sussex,Local Authority,7,Full inspection,14/07/2016,10010312,Requires improvement,Good,,Requires improvement,Requires improvement
Ofsted Social Care Provider Webpage,SC481209,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,West Midlands,Herefordshire,Private,7,Full inspection,22/06/2016,10015014,Inadequate,,,Inadequate,Inadequate
Ofsted Social Care Provider Webpage,SC481221,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,East of England,Suffolk,Private,5,Full inspection,29/06/2016,10015015,Good,,,Good,Requires improvement
Ofsted Social Care Provider Webpage,SC481305,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Yorkshire and The Humber,North Yorkshire,Private,4,Full inspection,28/07/2016,10015020,Good,,,Good,Good
Ofsted Social Care Provider Webpage,SC481312,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,West Midlands,Worcestershire,Private,2,Full inspection,03/08/2016,10015021,Requires improvement,,,Requires improvement,Inadequate
Ofsted Social Care Provider Webpage,SC481369,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,London,Merton,Private,5,Full inspection,15/09/2016,10015022,Outstanding,,,Outstanding,Outstanding
Ofsted Social Care Provider Webpage,SC481439,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Yorkshire and The Humber,Doncaster,Voluntary,6,Full inspection,03/08/2016,10015023,Good,,,Good,Good
Ofsted Social Care Provider Webpage,SC481443,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,East Midlands,Derby,Private,5,Full inspection,11/05/2016,10015024,Requires improvement,,,Requires improvement,Requires improvement
Ofsted Social Care Provider Webpage,SC481444,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Yorkshire and The Humber,Doncaster,Voluntary,4,Full inspection,11/05/2016,10015025,Outstanding,,,Good,Outstanding
Ofsted Social Care Provider Webpage,SC481631,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Yorkshire and The Humber,North Yorkshire,Private,4,Full inspection,30/06/2016,10015028,Requires improvement,,,Requires improvement,Requires improvement
Ofsted Social Care Provider Webpage,SC481672,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,East Midlands,Leicester,Private,5,Full inspection,13/05/2016,10015029,Good,,,Good,Outstanding
Ofsted Social Care Provider Webpage,SC481844,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,East Midlands,Northamptonshire,Private,5,Full inspection,29/09/2016,10015030,Outstanding,,,Outstanding,Outstanding
Ofsted Social Care Provider Webpage,SC482141,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,West Midlands,Birmingham,Private,4,Full inspection,24/05/2016,10015031,Good,,,Requires improvement,Requires improvement
Ofsted Social Care Provider Webpage,SC480616,Children's home,Resigned,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,South East,Buckinghamshire,Private,5,Full inspection,29/06/2016,10014999,Inadequate,,,Inadequate,Inadequate
Ofsted Social Care Provider Webpage,SC480616,Children's home,Resigned,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,South East,Buckinghamshire,Private,5,Monitoring inspection,28/04/2016,10018981,,,,,
Ofsted Social Care Provider Webpage,SC480655,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,East Midlands,Leicestershire,Private,4,Full inspection,29/06/2016,10015000,Good,,,Good,Good
Ofsted Social Care Provider Webpage,SC480671,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,North West,Lancashire,Private,8,Full inspection,25/08/2016,10015001,Good,,,Requires improvement,Requires improvement
Ofsted Social Care Provider Webpage,SC480678,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,North West,Blackpool,Private,6,Full inspection,27/07/2016,10015002,Good,,,Good,Good
Ofsted Social Care Provider Webpage,SC480705,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,South East,Hampshire,Private,3,Interim inspection,28/06/2016,10017099,Sustained effectiveness,,,,
Ofsted Social Care Provider Webpage,SC480847,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Yorkshire and The Humber,East Riding of Yorkshire,Private,6,Full inspection,19/07/2016,10015007,Good,,,Good,Good
Ofsted Social Care Provider Webpage,SC480850,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Yorkshire and The Humber,York,Private,6,Full inspection,11/08/2016,10015008,Good,,,Good,Good
Ofsted Social Care Provider Webpage,SC481015,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,East of England,Cambridgeshire,Private,5,Full inspection,09/06/2016,10015010,Good,,,Good,Good
Ofsted Social Care Provider Webpage,SC481040,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,South East,Bracknell Forest,Private,4,Full inspection,12/08/2016,10015011,Requires improvement,,,Good,Inadequate
Ofsted Social Care Provider Webpage,SC481152,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,North West,Cheshire East,Private,6,Interim inspection,05/08/2016,10017106,Improved effectiveness,,,,
Ofsted Social Care Provider Webpage,SC481209,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,West Midlands,Herefordshire,Private,7,Full inspection,13/09/2016,10022067,Requires improvement,,,Requires improvement,Requires improvement
Ofsted Social Care Provider Webpage,SC481209,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,West Midlands,Herefordshire,Private,7,Monitoring inspection,05/08/2016,10022098,,,,,
Ofsted Social Care Provider Webpage,SC478616,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,South East,Kent,Private,4,Full inspection,12/05/2016,10014956,Good,,,Good,Good
Ofsted Social Care Provider Webpage,SC478707,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,East of England,Central Bedfordshire,Private,4,Interim inspection,06/07/2016,10017057,Not judged,,,,
Ofsted Social Care Provider Webpage,SC027252,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,London,Merton,Private,4,Monitoring inspection,29/06/2016,10010029,,,,,
Ofsted Social Care Provider Webpage,SC027253,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,London,Merton,Private,4,Full inspection,26/07/2016,10015420,Inadequate,,,Inadequate,Inadequate
Ofsted Social Care Provider Webpage,SC027253,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,London,Merton,Private,4,Full inspection,28/04/2016,10013334,Inadequate,,,Inadequate,Inadequate
Ofsted Social Care Provider Webpage,SC027255,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,London,Merton,Private,3,Interim inspection,17/08/2016,10013335,Not judged,,,,
Ofsted Social Care Provider Webpage,SC027255,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,London,Merton,Private,3,Monitoring inspection,29/06/2016,10021180,,,,,
Ofsted Social Care Provider Webpage,SC028174,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,East Midlands,Lincolnshire,Private,4,Full inspection,15/09/2016,10013336,Good,,,Good,Outstanding
Ofsted Social Care Provider Webpage,SC028435,Residential special school (registered as a children's home),Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,South West,Wiltshire,Private,15,Full inspection,28/09/2016,10022916,Inadequate,,,Inadequate,Inadequate
Ofsted Social Care Provider Webpage,SC034922,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,North West,Rochdale,Local Authority,4,Full inspection,21/09/2016,10013476,Good,,,Good,Good
Ofsted Social Care Provider Webpage,SC034922,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,North West,Rochdale,Local Authority,4,Interim inspection,01/04/2016,2460167,Sustained effectiveness,,,,
Ofsted Social Care Provider Webpage,SC034940,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Yorkshire and The Humber,York,Local Authority,8,Full inspection,07/07/2016,10013478,Good,,,Good,Good
Ofsted Social Care Provider Webpage,SC034944,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,North West,Lancashire,Private,4,Full inspection,06/09/2016,10013479,Good,,,Good,Good
Ofsted Social Care Provider Webpage,SC034953,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Yorkshire and The Humber,Calderdale,Local Authority,5,Full inspection,08/06/2016,10013480,Good,,,Good,Outstanding
Ofsted Social Care Provider Webpage,SC035107,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,West Midlands,Birmingham,Local Authority,7,Full inspection,07/09/2016,10013484,Requires improvement,,,Requires improvement,Requires improvement
Ofsted Social Care Provider Webpage,SC035137,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,North East,Durham,Local Authority,3,Full inspection,28/09/2016,10013485,Good,,,Good,Good
Ofsted Social Care Provider Webpage,SC035154,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Yorkshire and The Humber,Calderdale,Local Authority,5,Interim inspection,18/05/2016,10015574,Improved effectiveness,,,,
Ofsted Social Care Provider Webpage,SC035181,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,North East,Durham,Local Authority,6,Full inspection,29/06/2016,10013488,Requires improvement,,,Requires improvement,Requires improvement
Ofsted Social Care Provider Webpage,SC035222,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,North East,Stockton-on-Tees,Local Authority,3,Full inspection,15/06/2016,10013490,Good,,,Requires improvement,Requires improvement
Ofsted Social Care Provider Webpage,SC035241,Residential special school (registered as a children's home),Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Yorkshire and The Humber,Doncaster,Voluntary,6,Full inspection,22/06/2016,10013492,Outstanding,,,Outstanding,Outstanding
Ofsted Social Care Provider Webpage,SC489187,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,North East,Redcar and Cleveland,Private,5,Full inspection,28/06/2016,10015143,Requires improvement,,,Requires improvement,Requires improvement
Ofsted Social Care Provider Webpage,SC489187,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,North East,Redcar and Cleveland,Private,5,Monitoring inspection,13/04/2016,10018241,,,,,
Ofsted Social Care Provider Webpage,SC489212,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,South East,Oxfordshire,Private,12,Interim inspection,13/04/2016,10017238,Improved effectiveness,,,,
Ofsted Social Care Provider Webpage,SC023644,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,South East,Kent,Private,6,Interim inspection,29/09/2016,10013289,Not judged,,,,
Ofsted Social Care Provider Webpage,SC023646,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,South East,Kent,Private,8,Full inspection,30/06/2016,10013291,Outstanding,,,Good,Good
Ofsted Social Care Provider Webpage,SC035247,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,North East,Durham,Local Authority,7,Full inspection,18/05/2016,10013493,Good,,,Outstanding,Good
Ofsted Social Care Provider Webpage,SC035352,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,East Midlands,Northamptonshire,Local Authority,8,Full inspection,24/08/2016,10013495,Good,,,Good,Good
Ofsted Social Care Provider Webpage,SC035364,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,East Midlands,Northamptonshire,Local Authority,7,Full inspection,15/09/2016,10013496,Good,,,Good,Outstanding
Ofsted Social Care Provider Webpage,SC035387,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,North East,Stockton-on-Tees,Local Authority,6,Full inspection,01/09/2016,10021868,Good,,,Good,Good
Ofsted Social Care Provider Webpage,SC035387,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,North East,Stockton-on-Tees,Local Authority,6,Full inspection,13/07/2016,10013498,Inadequate,,,Inadequate,Inadequate
Ofsted Social Care Provider Webpage,SC035409,Secure children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,North East,Northumberland,Local Authority,12,Full inspection,13/07/2016,10010309,Good,Good,,Good,Requires improvement
Ofsted Social Care Provider Webpage,SC035439,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,North West,Lancashire,Local Authority,6,Full inspection,28/07/2016,10013500,Good,,,Requires improvement,Requires improvement
Ofsted Social Care Provider Webpage,SC035450,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,North West,Lancashire,Local Authority,6,Full inspection,08/07/2016,10013501,Requires improvement,,,Requires improvement,Requires improvement
Ofsted Social Care Provider Webpage,SC035459,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,North West,Lancashire,Local Authority,6,Full inspection,14/09/2016,10013503,Outstanding,,,Outstanding,Outstanding
Ofsted Social Care Provider Webpage,SC035477,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,North West,Lancashire,Local Authority,6,Monitoring inspection,01/07/2016,10020869,,,,,
Ofsted Social Care Provider Webpage,SC035477,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,North West,Lancashire,Local Authority,6,Full inspection,19/05/2016,10013504,Inadequate,,,Inadequate,Inadequate
Ofsted Social Care Provider Webpage,SC035492,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,North West,Oldham,Local Authority,4,Interim inspection,02/06/2016,10015593,Not judged,,,,
Ofsted Social Care Provider Webpage,SC033467,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,North East,Newcastle upon Tyne,Voluntary,8,Full inspection,24/08/2016,10013411,Good,,,Good,Good
Ofsted Social Care Provider Webpage,SC033486,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Yorkshire and The Humber,Bradford,Local Authority,8,Full inspection,10/08/2016,10022021,Requires improvement,,,Requires improvement,Requires improvement
Ofsted Social Care Provider Webpage,SC033486,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Yorkshire and The Humber,Bradford,Local Authority,8,Full inspection,23/06/2016,10013412,Inadequate,,,Inadequate,Inadequate
Ofsted Social Care Provider Webpage,SC033492,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Yorkshire and The Humber,Bradford,Local Authority,12,Full inspection,25/08/2016,10013413,Outstanding,,,Good,Requires improvement
Ofsted Social Care Provider Webpage,SC033539,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,North West,Manchester,Local Authority,6,Full inspection,02/06/2016,10013415,Requires improvement,,,Requires improvement,Requires improvement
Ofsted Social Care Provider Webpage,SC033611,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,North West,Blackpool,Local Authority,10,Interim inspection,15/08/2016,10015505,Sustained effectiveness,,,,
Ofsted Social Care Provider Webpage,SC033642,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,North East,Newcastle upon Tyne,Local Authority,6,Full inspection,18/05/2016,10013421,Good,,,Outstanding,Good
Ofsted Social Care Provider Webpage,SC033664,Children's home,Resigned,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,West Midlands,Birmingham,Local Authority,8,Full inspection,09/06/2016,10013425,Requires improvement,,,Requires improvement,Requires improvement
Ofsted Social Care Provider Webpage,SC033805,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,London,Barnet,Local Authority,6,Full inspection,08/06/2016,10013431,Outstanding,,,Outstanding,Outstanding
Ofsted Social Care Provider Webpage,SC476401,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,West Midlands,Worcestershire,Private,5,Monitoring inspection,04/04/2016,10018119,,,,,
Ofsted Social Care Provider Webpage,SC476486,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,West Midlands,Herefordshire,Private,7,Full inspection,06/07/2016,10014925,Good,,,Good,Good
Ofsted Social Care Provider Webpage,SC476512,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,North East,Redcar and Cleveland,Private,5,Full inspection,06/09/2016,10014926,Good,,,Good,Good
Ofsted Social Care Provider Webpage,SC476570,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,East of England,Cambridgeshire,Private,5,Full inspection,24/08/2016,10014927,Good,,,Good,Good
Ofsted Social Care Provider Webpage,SC476587,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,South East,East Sussex,Private,2,Interim inspection,08/06/2016,10017029,Improved effectiveness,,,,
Ofsted Social Care Provider Webpage,SC485907,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,East of England,Norfolk,Private,1,Full inspection,27/07/2016,10015111,Good,,,Good,Outstanding
Ofsted Social Care Provider Webpage,SC485956,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,North West,Lancashire,Private,2,Full inspection,18/05/2016,10015112,Good,,,Good,Good
Ofsted Social Care Provider Webpage,SC486114,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,North West,Lancashire,Private,4,Full inspection,24/05/2016,10015113,Good,,,Good,Good
Ofsted Social Care Provider Webpage,SC061232,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,South West,Bristol,Local Authority,5,Full inspection,14/09/2016,10022663,Inadequate,,,Inadequate,Inadequate
Ofsted Social Care Provider Webpage,SC061232,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,South West,Bristol,Local Authority,5,Monitoring inspection,29/07/2016,10021923,,,,,
Ofsted Social Care Provider Webpage,SC061232,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,South West,Bristol,Local Authority,5,Full inspection,29/06/2016,10013770,Inadequate,,,Inadequate,Inadequate
Ofsted Social Care Provider Webpage,SC061438,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,North West,St Helens,Private,1,Full inspection,25/05/2016,10013773,Good,,,Good,Good
Ofsted Social Care Provider Webpage,SC061439,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,North East,Darlington,Private,5,Full inspection,19/05/2016,10013774,Good,,,Good,Requires improvement
Ofsted Social Care Provider Webpage,SC061678,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,North West,Liverpool,Private,4,Full inspection,27/04/2016,10013775,Good,,,Good,Good
Ofsted Social Care Provider Webpage,SC404994,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,West Midlands,Sandwell,Voluntary,4,Full inspection,17/08/2016,10020370,Good,,,Good,Requires improvement
Ofsted Social Care Provider Webpage,SC404994,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,West Midlands,Sandwell,Voluntary,4,Full inspection,06/05/2016,10014290,Inadequate,,,Inadequate,Inadequate
Ofsted Social Care Provider Webpage,SC405379,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,East of England,Norfolk,Private,8,Interim inspection,02/09/2016,10016383,Declined in effectiveness,,,,
Ofsted Social Care Provider Webpage,SC405379,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,East of England,Norfolk,Private,8,Full inspection,12/05/2016,10013121,Requires improvement,,,Good,Requires improvement
Ofsted Social Care Provider Webpage,SC405448,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,North West,Knowsley,Private,5,Full inspection,27/07/2016,10014292,Good,,,Good,Good
Ofsted Social Care Provider Webpage,SC405772,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,South East,Kent,Private,3,Full inspection,18/08/2016,10014295,Good,,,Good,Good
Ofsted Social Care Provider Webpage,SC405933,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,South East,Surrey,Local Authority,6,Interim inspection,02/08/2016,10016388,Sustained effectiveness,,,,
Ofsted Social Care Provider Webpage,SC405985,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,East of England,Essex,Private,3,Full inspection,14/07/2016,10014298,Good,,,Good,Good
Ofsted Social Care Provider Webpage,SC457500,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,East Midlands,Nottingham,Private,6,Full inspection,13/07/2016,10014695,Good,,,Good,Good
Ofsted Social Care Provider Webpage,SC472795,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,North East,Newcastle upon Tyne,Private,5,Full inspection,06/07/2016,10014860,Good,,,Good,Good
Ofsted Social Care Provider Webpage,SC472977,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Yorkshire and The Humber,Bradford,Local Authority,15,Full inspection,17/05/2016,10014861,Good,,,Good,Requires improvement
